$ 2013 N,orth San,"tiam, ps",t,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
213.833,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.25710991
213.875,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.28040042
213.917,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.30037772
213.958,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.32726565
214,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.35084141
214.042,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.3982818
214.083,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.42214749
214.125,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.44265794
214.167,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.46671191
214.208,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.49086462
214.25,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.51859258
214.292,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.52206855
214.333,24.8,1.68,1.52,0.007,0.007,0,0.02,0.01,0,0,10.52206855
214.375,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.42559283
214.417,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.35084141
214.458,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.32726565
214.5,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.13521076
214.542,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.01574581
214.583,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.902066635
214.625,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.833628907
214.667,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.769243374
214.708,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.708836649
214.75,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.708836649
214.792,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.754426112
214.833,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.803757694
214.875,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.890224716
214.917,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,9.981509798
214.958,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.04833943
215,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.11597498
215.042,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.18092383
215.083,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.25371694
215.125,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.34741871
215.167,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.41870216
215.208,24.8,1.68,1.52,0.007,0.007,0,0.02,0.02,0,0,10.4701725
215.25,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.51859258
215.292,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.56741204
215.333,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.5394684
215.375,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.48725763
215.417,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.360518
215.458,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.23648062
215.5,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.11480308
215.542,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.998875925
215.583,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.900518276
215.625,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.810379957
215.667,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.724893527
215.708,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.679296983
215.75,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.637396987
215.792,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.682650838
215.833,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.731499512
215.875,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.823571787
215.917,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.913953067
215.958,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.957965552
216,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,9.998875925
216.042,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.06954326
216.083,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.13756968
216.125,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.22603023
216.167,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.29953401
216.208,24.8,1.68,1.52,0.007,0.007,0,0.03,0.02,0,0,10.35009013
216.25,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.42511694
216.292,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.44553307
216.333,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.44207247
216.375,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.36679187
216.417,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.24245235
216.458,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.12048176
216.5,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,10.00094981
216.542,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,9.887215169
216.583,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,9.772328907
216.625,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,9.662914662
216.667,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,9.600287673
216.708,24.8,1.68,1.52,0.007,0.007,0,0.03,0.03,0,0,9.538387315
216.75,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.517913313
216.792,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.544885583
216.833,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.613364161
216.875,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.703730847
216.917,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.770720406
216.958,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.838637945
217,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.88537422
217.042,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.951219712
217.083,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.0178557
217.125,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.10795576
217.167,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.17648698
217.208,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.22603023
217.25,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.29953401
217.292,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.32304903
217.333,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.32304903
217.375,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.24585272
217.417,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,10.12734384
217.458,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.985459687
217.5,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.850220789
217.542,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.760835199
217.583,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.651869666
217.625,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.565452295
217.667,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.500817716
217.708,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.436803158
217.75,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.416719974
217.792,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.460249724
217.833,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.527704466
217.875,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.616569179
217.917,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.703730847
217.958,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.770720406
218,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.838637945
218.042,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.903942833
218.083,24.8,1.68,1.52,0.007,0.007,0,0.04,0.03,0,0,9.995555076
218.125,24.8,1.68,1.52,0.007,0.007,0,0.04,0.04,0,0,10.06272524
218.167,24.8,1.68,1.52,0.007,0.007,0,0.04,0.04,0,0,10.1569222
218.208,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.22955893
218.25,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.29953401
218.292,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.32647174
218.333,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.32304903
218.375,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.24925309
218.417,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.15018016
218.458,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.0077388
218.5,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.915720822
218.542,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.800453413
218.583,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.687314648
218.625,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.603620898
218.667,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.517913313
218.708,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.477201911
218.75,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.456963664
218.792,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.500817716
218.833,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.565452295
218.875,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.634185382
218.917,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.724893527
218.958,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.788882086
219,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.856909988
219.042,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.922452422
219.083,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.01452777
219.125,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.08864447
219.167,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.17986529
219.208,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.23648062
219.25,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.30991631
219.292,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.32647174
219.333,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.32304903
219.375,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.29598216
219.417,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.22263724
219.458,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.12048176
219.5,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,10.05256504
219.542,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.941167076
219.583,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.831962765
219.625,24.8,1.68,1.52,0.007,0.007,0,0.05,0.04,0,0,9.767468695
219.667,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.724893527
219.708,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.703730847
219.75,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.685875698
219.792,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.737975961
219.833,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.787239072
219.875,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.84858526
219.917,24.8,1.68,1.52,0.007,0.007,0,0.06,0.04,0,0,9.866878193
219.958,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.910528515
220,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.976657042
220.042,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.02118362
220.083,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.07288543
220.125,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.11480308
220.167,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.1569222
220.208,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.20290113
220.25,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.22955893
220.292,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.27611433
220.333,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.24925309
220.375,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.17648698
220.417,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,10.05938307
220.458,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.941167076
220.5,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.800453413
220.542,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.687314648
220.583,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.621082017
220.625,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.579574064
220.667,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.535201888
220.708,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.494345822
220.75,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.474035838
220.792,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.494345822
220.833,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.541700159
220.875,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.610159142
220.917,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.672847255
220.958,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.715049301
221,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.757583483
221.042,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.822015424
221.083,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.883790603
221.125,24.8,1.68,1.52,0.007,0.007,0,0.06,0.05,0,0,9.931114423
221.167,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.990832886
221.208,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,10.03892895
221.25,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,10.08754799
221.292,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,10.10339379
221.333,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,10.12617842
221.375,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,10.05461514
221.417,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.961815159
221.458,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.870487461
221.5,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.734431215
221.542,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.619172441
221.583,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.595003669
221.625,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.577596055
221.667,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.59387762
221.708,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.592623788
221.75,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.595822246
221.792,24.8,1.68,1.52,0.007,0.007,0,0.07,0.05,0,0,9.589425329
221.833,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.637396987
221.875,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.718287535
221.917,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.764086913
221.958,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.85363097
222,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.944473866
222.042,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.01106673
222.083,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.05590721
222.125,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.10110842
222.167,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.12384553
222.208,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.17648698
222.25,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.22603023
222.292,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.25278948
222.333,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.24925309
222.375,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.19951549
222.417,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.15355118
222.458,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,10.01106673
222.5,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.89050802
222.542,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.800453413
222.583,24.8,1.68,1.52,0.007,0.007,0,0.07,0.06,0,0,9.875385036
222.625,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.954526497
222.667,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.98686354
222.708,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.947912926
222.75,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.932483813
222.792,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.961272333
222.833,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.01242497
222.875,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.0830456
222.917,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.1477955
222.958,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.16730494
223,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.21332887
223.042,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.23648062
223.083,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.28647399
223.125,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.33345407
223.167,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.35365756
223.208,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.38081797
223.25,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.38081797
223.292,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.38081797
223.333,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.38081797
223.375,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.30650108
223.417,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.27952212
223.458,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.20642219
223.5,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,10.06606741
223.542,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.951219712
223.583,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.882088306
223.625,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.788882086
223.667,24.8,1.68,1.52,0.007,0.007,0,0.08,0.06,0,0,9.764086913
223.708,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,9.721525767
223.75,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,9.682650838
223.792,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,9.749384281
223.833,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,9.838637945
223.875,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,9.910528515
223.917,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,9.983417192
223.958,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,10.00565045
224,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,10.05038408
224.042,24.8,1.68,1.52,0.007,0.007,0,0.08,0.07,0,0,10.09547711
224.083,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.16042806
224.125,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.20642219
224.167,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.25278948
224.208,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.30294924
224.25,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.33003136
224.292,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.35708778
224.333,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.35708778
224.375,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.33345407
224.417,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.21332887
224.458,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.09212778
224.5,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.951219712
224.542,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.860320165
224.583,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.774102183
224.625,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.706962377
224.667,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.643948656
224.708,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.602347094
224.75,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.608871935
224.792,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.63618385
224.833,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.708836649
224.875,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.79387254
224.917,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.861804693
224.958,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.927256117
225,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.974763983
225.042,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.01919948
225.083,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.0898636
225.125,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.15802131
225.167,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.22700679
225.208,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.27700006
225.25,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.35084141
225.292,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.3982818
225.333,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.42214749
225.375,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.36751565
225.417,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.27006333
225.458,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.16730494
225.5,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,10.06606741
225.542,24.8,1.68,1.52,0.007,0.007,0,0.09,0.07,0,0,9.970029437
225.583,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.871967681
225.625,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.803718725
225.667,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.73627465
225.708,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.67607212
225.75,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.655087888
225.792,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.67607212
225.833,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.721525767
225.875,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.813645264
225.917,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.856909988
225.958,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.907235675
226,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.951219712
226.042,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.995555076
226.083,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.06272524
226.125,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.13070761
226.167,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.17310866
226.208,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.24245235
226.25,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.29256693
226.292,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.29256693
226.333,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.29256693
226.375,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.26575465
226.417,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.18922316
226.458,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,10.06828048
226.5,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.975364281
226.542,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.880497748
226.583,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.815340226
226.625,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.750949976
226.667,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.666268527
226.708,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.648522714
226.75,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.651869666
226.792,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.67607212
226.833,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.721525767
226.875,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.770720406
226.917,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.813645264
226.958,24.8,1.68,1.52,0.006,0.006,0,0.1,0.08,0,0,9.860320165
