$ 2013 N,orth San,"tiam, ps",t,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
83.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.26482987
83.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.19750191
83.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.13061149
83.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.09547535
83.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.12261863
83.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.15388589
83.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.19332466
83.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.22907743
83.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2926492
83.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.35678711
84,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.42149743
84.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.44980614
84.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.47840281
84.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.50283954
84.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.53167597
84.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.56478027
84.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.56892179
84.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.60218527
84.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.56047309
84.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.48190881
84.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4124222
84.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.30309187
84.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.23096992
84.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.12809491
84.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.06171272
84.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,13.87532665
84.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93054638
84.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93450307
84.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93450307
84.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.96918901
84.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01198314
84.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.04684088
84.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.08601121
84.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.11718633
85,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14448274
85.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21154215
85.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21154215
85.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.23922624
85.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2751457
85.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2751457
85.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2792032
85.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.31122754
85.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.31545808
85.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.283423
85.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.25152974
85.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.15251597
85.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.09000766
85.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.02407163
85.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92823093
85.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92412622
85.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89378274
85.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.86357188
85.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.86765628
85.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.90181433
85.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.96663132
85.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.99727224
85.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.05497322
85.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.08601121
86,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.11718633
86.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14849936
86.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20330673
86.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20330673
86.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20330673
86.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.23096992
86.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2668684
86.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.29886132
86.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.29886132
86.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.27108821
86.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20330673
86.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.07386197
86.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97712214
86.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.91212779
86.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.81766573
86.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.73610697
86.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.7401513
86.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.7401513
86.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.76982937
86.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.80760935
86.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.84947673
86.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.88760699
86.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.91787749
86.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97881786
87,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.0094892
87.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.04427209
87.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.10631316
87.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14154589
87.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17292035
87.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20443374
87.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.24028527
87.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.24432222
87.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.24432222
87.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.18111421
87.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.11846234
87.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.02154748
87.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.02154748
87.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92575157
87.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.82746172
87.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.73822239
87.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.71260379
87.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.7243678
87.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.75792885
87.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.79537166
87.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.80330468
87.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.8710742
87.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.90510646
87.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97378326
88,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.00432564
88.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.06993903
88.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.10089667
88.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.13597723
88.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.16721867
88.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17121507
88.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20260465
88.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20677136
88.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21077782
88.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17537133
88.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.08199719
88.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.98575176
88.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89092638
88.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.79330723
88.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.82305944
88.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.73418967
88.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.73418967
88.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.70097203
88.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.75981449
88.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.82305944
88.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89092638
88.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92908194
88.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.99378324
88.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.06317341
89,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.12507331
89.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.18752038
89.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.25052066
89.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.31004336
89.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.33781556
89.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.40218367
89.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.43458277
89.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.46712629
89.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.4630377
89.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.38981761
89.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.28533746
89.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.15091331
89.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.04566396
89.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.88520517
89.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.75389446
89.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.62871657
89.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.53446506
89.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.53049879
89.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.56319655
89.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.5958847
89.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.65784209
89.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.75389446
89.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.84324978
89.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93378312
90,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.99084611
90.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.08335663
90.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.1144659
90.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17709761
90.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.23608685
90.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.26788042
90.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.29981525
90.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.33612263
90.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.32782428
90.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.25978603
90.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.16488714
90.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.03218364
90.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92823093
90.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.79963712
90.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.6440131
90.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.52817817
90.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.41432798
90.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.41811427
90.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.45414484
90.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.48653025
90.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.55539772
90.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.61703827
90.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.70470951
90.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.79758552
91,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.85746864
91.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.88760699
91.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.9522277
91.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97881786
91.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01345574
91.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.05238407
91.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.08335663
91.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.09148893
91.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.09547535
91.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.09946176
91.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.07258444
91.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.04566396
91.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01490254
91.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.95378322
91.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92750822
91.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89727131
91.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.8710742
91.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.90510646
91.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93944712
91.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.94337439
91.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97787775
91.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.00843031
91.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.03911715
91.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.06993903
92,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.1048731
92.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.10884952
92.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.13996362
92.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17121507
92.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17121507
92.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17121507
92.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20677136
92.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21077782
92.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21494454
92.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.17537133
92.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.08199719
92.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01632389
92.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.98575176
92.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92109012
92.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89092638
92.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89092638
92.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.85699577
92.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.85294154
92.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.87904634
92.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.9130983
92.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.98181475
92.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01632389
92.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.04307378
92.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.10884952
93,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.13996362
93.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20677136
93.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.23413309
93.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.29760968
93.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.32955937
93.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.38981761
93.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.42218515
93.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.41810698
93.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.41386568
93.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.34525891
93.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.27306521
93.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2015185
93.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.10360763
93.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.00683099
93.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.87737001
93.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.77561682
93.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.70873404
93.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.67149855
93.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.70083976
93.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.73030875
93.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.75990624
93.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.78963292
93.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.84540243
93.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.89787728
94,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.92017937
94.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93861803
94.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.95300541
94.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97158197
94.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.9902331
94.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01695212
94.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01695212
94.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01695212
94.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.01295562
94.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.98608716
94.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.98608716
94.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.94724572
94.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.91270488
94.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.87420284
94.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.84181339
94.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.81974292
94.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.78569786
94.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.78569786
94.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.81565849
94.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.81974292
94.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.86181376
94.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.87378246
94.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.90818094
94.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.93450307
95,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.96918901
95.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.00387112
95.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.03870852
95.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.06970565
95.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.10500652
95.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14030545
95.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14030545
95.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14030545
95.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14849936
95.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14849936
95.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.11718633
95.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.09000766
95.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.05497322
95.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.99330569
95.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.95871798
95.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.96663132
95.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.95871798
95.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.95460303
95.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.97712214
95.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,11.99989463
95.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.03472207
95.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.06570919
95.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.0886599
95.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.11588435
96,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14306575
96.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14306575
96.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.1827989
96.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.18699736
96.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.19103434
96.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.19507131
96.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.19926976
96.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20330673
96.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21154215
96.375,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21557911
96.417,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.22801294
96.458,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.22801294
96.5,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.19638023
96.542,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.16488714
96.583,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.16070986
96.625,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.12936612
96.667,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.11718633
96.708,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.14448274
96.75,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.13628883
96.792,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.16352181
96.833,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.1827989
96.875,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20620092
96.917,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21736669
96.958,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.23279927
97,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2162023
97.042,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.199768
97.083,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21908924
97.125,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21908924
97.167,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.21908924
97.208,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.22333066
97.25,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.2162023
97.292,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.22856867
97.333,24.1,3.27,1.98,0.013,0.004,0.015,0,0,0,0,12.20097423
