$2013 B,reitenbu,"sh, pst",,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
175,24,2.41,1.67,0.003,0.004,0.033,0.97,0.31,0,0,10.74869428
175.042,24,2.41,1.67,0.003,0.004,0.033,0.97,0.31,0,0,10.77428284
175.083,24.01,2.4,1.67,0.003,0.004,0.033,0.97,0.31,0,0,10.79997828
175.125,24.01,2.4,1.66,0.003,0.004,0.033,0.97,0.31,0,0,10.82940307
175.167,24.02,2.39,1.66,0.003,0.004,0.033,0.97,0.31,0,0,10.85532357
175.208,24.02,2.39,1.66,0.003,0.004,0.032,0.96,0.31,0,0,10.85532357
175.25,24.02,2.38,1.66,0.003,0.004,0.032,0.96,0.31,0,0,10.88513693
175.292,24.03,2.37,1.66,0.003,0.004,0.032,0.96,0.31,0,0,10.88513634
175.333,24.03,2.37,1.65,0.003,0.004,0.032,0.96,0.31,0,0,10.88877384
175.375,24.04,2.36,1.65,0.003,0.004,0.032,0.96,0.31,0,0,10.88877326
175.417,24.04,2.36,1.65,0.003,0.004,0.032,0.96,0.31,0,0,10.88877326
175.458,24.04,2.35,1.65,0.003,0.004,0.031,0.95,0.3,0,0,10.83316688
175.5,24.05,2.35,1.65,0.003,0.004,0.031,0.95,0.3,0,0,10.80734523
175.542,24.05,2.34,1.65,0.003,0.004,0.031,0.95,0.3,0,0,10.80734523
175.583,24.05,2.34,1.64,0.003,0.004,0.031,0.95,0.3,0,0,10.78163228
175.625,24.06,2.33,1.64,0.003,0.004,0.031,0.95,0.3,0,0,10.72679674
175.667,24.06,2.32,1.64,0.003,0.004,0.031,0.95,0.3,0,0,10.67613534
175.708,24.07,2.32,1.64,0.003,0.004,0.03,0.94,0.3,0,0,10.62959132
175.75,24.07,2.31,1.64,0.003,0.004,0.03,0.94,0.3,0,0,10.62959132
175.792,24.07,2.31,1.63,0.003,0.004,0.03,0.94,0.3,0,0,10.68342008
175.833,24.08,2.3,1.63,0.003,0.004,0.03,0.94,0.3,0,0,10.73411426
175.875,24.08,2.3,1.63,0.003,0.004,0.03,0.94,0.3,0,0,10.76336059
175.917,24.09,2.29,1.63,0.003,0.004,0.03,0.94,0.3,0,0,10.78898228
175.958,24.09,2.29,1.63,0.003,0.004,0.03,0.94,0.3,0,0,10.81095529
176,24.09,2.28,1.63,0.003,0.004,0.029,0.93,0.3,0,0,10.83316398
176.042,24.1,2.28,1.62,0.003,0.004,0.029,0.93,0.3,0,0,10.88513226
176.083,24.1,2.27,1.62,0.003,0.004,0.029,0.93,0.3,0,0,10.9149272
176.125,24.11,2.26,1.62,0.003,0.004,0.029,0.93,0.3,0,0,10.9411946
176.167,24.11,2.26,1.62,0.003,0.004,0.029,0.93,0.3,0,0,10.96757374
176.208,24.11,2.25,1.62,0.003,0.004,0.029,0.93,0.3,0,0,10.97138321
176.25,24.12,2.25,1.62,0.003,0.004,0.028,0.92,0.29,0,0,10.99788243
176.292,24.12,2.24,1.61,0.003,0.004,0.028,0.92,0.29,0,0,11.00155394
176.333,24.12,2.24,1.61,0.003,0.004,0.028,0.92,0.29,0,0,10.98251799
176.375,24.13,2.23,1.61,0.003,0.004,0.028,0.92,0.29,0,0,10.9825174
176.417,24.13,2.23,1.61,0.003,0.004,0.028,0.92,0.29,0,0,10.95610349
176.458,24.14,2.22,1.61,0.003,0.004,0.028,0.92,0.29,0,0,10.93344624
176.5,24.14,2.21,1.6,0.003,0.004,0.027,0.91,0.29,0,0,10.88115566
176.542,24.14,2.21,1.6,0.003,0.004,0.027,0.91,0.29,0,0,10.82930323
176.583,24.15,2.2,1.6,0.003,0.004,0.027,0.91,0.29,0,0,10.7888148
176.625,24.15,2.2,1.6,0.002,0.004,0.027,0.91,0.29,0,0,10.71969908
176.667,24.16,2.19,1.6,0.002,0.004,0.027,0.91,0.29,0,0,10.6981324
176.708,24.16,2.19,1.6,0.002,0.004,0.027,0.91,0.29,0,0,10.67651231
176.75,24.16,2.18,1.59,0.002,0.004,0.026,0.9,0.29,0,0,10.6800673
176.792,24.17,2.18,1.59,0.002,0.004,0.026,0.9,0.29,0,0,10.7305544
176.833,24.17,2.17,1.59,0.002,0.004,0.026,0.9,0.29,0,0,10.7632584
176.875,24.17,2.16,1.59,0.002,0.004,0.026,0.9,0.29,0,0,10.79251458
176.917,24.18,2.16,1.59,0.002,0.004,0.026,0.9,0.29,0,0,10.8475069
176.958,24.18,2.15,1.58,0.002,0.004,0.026,0.9,0.29,0,0,10.89934504
177,24.19,2.15,1.58,0.002,0.004,0.025,0.89,0.28,0,0,10.92542731
177.042,24.19,2.14,1.58,0.002,0.004,0.025,0.89,0.28,0,0,10.9552576
177.083,24.19,2.14,1.58,0.002,0.004,0.025,0.89,0.28,0,0,10.98156946
177.125,24.2,2.13,1.58,0.002,0.004,0.025,0.89,0.28,0,0,11.00433757
177.167,24.2,2.13,1.58,0.002,0.004,0.025,0.89,0.28,0,0,11.03086398
177.208,24.21,2.12,1.57,0.002,0.004,0.025,0.89,0.28,0,0,11.03833574
177.25,24.21,2.11,1.57,0.002,0.004,0.025,0.89,0.28,0,0,11.07248182
177.292,24.21,2.11,1.57,0.002,0.004,0.024,0.88,0.28,0,0,11.07615329
177.333,24.22,2.1,1.57,0.002,0.004,0.024,0.88,0.28,0,0,11.08364249
177.375,24.22,2.1,1.57,0.002,0.004,0.024,0.88,0.28,0,0,11.05694272
177.417,24.23,2.09,1.57,0.002,0.004,0.024,0.88,0.28,0,0,11.06807734
177.458,24.23,2.09,1.56,0.002,0.004,0.024,0.88,0.28,0,0,11.01496353
177.5,24.23,2.08,1.56,0.002,0.004,0.024,0.88,0.28,0,0,10.96969921
177.542,24.24,2.08,1.56,0.002,0.004,0.023,0.87,0.28,0,0,10.89882467
177.583,24.24,2.07,1.56,0.002,0.004,0.023,0.87,0.28,0,0,10.89882467
177.625,24.24,2.06,1.56,0.002,0.004,0.023,0.87,0.28,0,0,10.89882467
177.667,24.25,2.06,1.55,0.002,0.004,0.023,0.87,0.28,0,0,10.87654566
177.708,24.25,2.05,1.55,0.002,0.004,0.023,0.87,0.28,0,0,10.8251047
177.75,24.26,2.05,1.55,0.002,0.004,0.023,0.87,0.28,0,0,10.85077082
177.792,24.26,2.04,1.55,0.002,0.004,0.022,0.86,0.27,0,0,10.85077082
177.833,24.26,2.04,1.55,0.002,0.004,0.022,0.86,0.27,0,0,10.87654508
177.875,24.27,2.03,1.55,0.002,0.004,0.022,0.86,0.27,0,0,10.90977909
177.917,24.27,2.03,1.54,0.002,0.004,0.022,0.86,0.27,0,0,10.9357872
177.958,24.28,2.02,1.54,0.002,0.004,0.022,0.86,0.27,0,0,10.96190414
178,24.28,2.02,1.54,0.002,0.004,0.022,0.86,0.27,0,0,10.98435751
178.042,24.28,2.01,1.54,0.002,0.004,0.021,0.85,0.27,0,0,11.01068693
178.083,24.29,2,1.54,0.002,0.004,0.021,0.85,0.27,0,0,11.03712694
178.125,24.29,2,1.53,0.002,0.004,0.021,0.85,0.27,0,0,11.03712694
178.167,24.29,1.99,1.53,0.002,0.004,0.021,0.85,0.27,0,0,11.06747987
178.208,24.3,1.99,1.53,0.002,0.004,0.021,0.85,0.27,0,0,11.07493416
178.25,24.3,1.98,1.53,0.002,0.004,0.021,0.85,0.27,0,0,11.10162522
178.292,24.31,1.98,1.53,0.002,0.004,0.021,0.85,0.27,0,0,11.10895037
178.333,24.31,1.97,1.53,0.002,0.004,0.02,0.84,0.27,0,0,11.08604279
178.375,24.31,1.97,1.52,0.002,0.005,0.02,0.84,0.27,0,0,11.05943846
178.417,24.32,1.96,1.52,0.002,0.005,0.02,0.84,0.27,0,0,11.00656468
178.458,24.32,1.95,1.52,0.002,0.005,0.02,0.84,0.27,0,0,10.9021432
178.5,24.33,1.95,1.52,0.002,0.005,0.02,0.84,0.27,0,0,10.79575033
178.542,24.33,1.94,1.52,0.002,0.005,0.02,0.84,0.27,0,0,10.62381624
178.583,24.33,1.94,1.52,0.002,0.005,0.019,0.83,0.26,0,0,10.47725801
178.625,24.34,1.93,1.51,0.002,0.005,0.019,0.83,0.26,0,0,10.35784867
178.667,24.34,1.93,1.51,0.002,0.005,0.019,0.83,0.26,0,0,10.31416993
178.708,24.34,1.92,1.51,0.002,0.005,0.019,0.83,0.26,0,0,10.26405622
178.75,24.35,1.92,1.51,0.002,0.005,0.019,0.83,0.26,0,0,10.31416939
178.792,24.35,1.91,1.51,0.002,0.005,0.019,0.83,0.26,0,0,10.33767226
178.833,24.36,1.9,1.5,0.002,0.005,0.018,0.82,0.26,0,0,10.3648299
178.875,24.36,1.9,1.5,0.002,0.005,0.018,0.82,0.26,0,0,10.44311923
178.917,24.36,1.89,1.5,0.002,0.005,0.018,0.82,0.26,0,0,10.51544426
178.958,24.37,1.89,1.5,0.002,0.005,0.018,0.82,0.26,0,0,10.56415703
179,24.37,1.88,1.5,0.002,0.005,0.018,0.82,0.26,0,0,10.63798286
179.042,24.38,1.88,1.5,0.002,0.005,0.018,0.82,0.26,0,0,10.73785087
179.083,24.38,1.87,1.49,0.002,0.005,0.017,0.81,0.26,0,0,10.7884099
179.125,24.38,1.87,1.49,0.002,0.005,0.017,0.81,0.26,0,0,10.83939151
179.167,24.39,1.86,1.49,0.002,0.005,0.017,0.81,0.26,0,0,10.89453073
179.208,24.39,1.85,1.49,0.002,0.005,0.017,0.81,0.26,0,0,10.92040537
179.25,24.4,1.85,1.49,0.002,0.005,0.017,0.81,0.26,0,0,10.94638801
179.292,24.4,1.84,1.49,0.002,0.005,0.017,0.81,0.26,0,0,10.96872367
179.333,24.4,1.84,1.48,0.002,0.005,0.016,0.8,0.25,0,0,10.96511139
179.375,24.41,1.83,1.48,0.002,0.005,0.016,0.8,0.25,0,0,10.93168319
179.417,24.41,1.83,1.48,0.002,0.005,0.016,0.8,0.25,0,0,10.82124839
179.458,24.41,1.82,1.48,0.002,0.005,0.016,0.8,0.25,0,0,10.71279399
179.5,24.42,1.82,1.48,0.002,0.005,0.016,0.8,0.25,0,0,10.53238272
179.542,24.42,1.81,1.47,0.002,0.005,0.016,0.8,0.25,0,0,10.35710842
179.583,24.43,1.8,1.47,0.002,0.005,0.016,0.8,0.25,0,0,10.16732454
179.625,24.43,1.8,1.47,0.002,0.005,0.015,0.79,0.25,0,0,10.00566962
179.667,24.43,1.79,1.47,0.002,0.005,0.015,0.79,0.25,0,0,9.898799621
179.708,24.44,1.79,1.47,0.002,0.005,0.015,0.79,0.25,0,0,9.851875663
179.75,24.44,1.78,1.47,0.002,0.005,0.015,0.79,0.25,0,0,9.833647121
179.792,24.45,1.78,1.46,0.002,0.005,0.015,0.79,0.25,0,0,9.858550327
179.833,24.45,1.77,1.46,0.002,0.005,0.015,0.79,0.25,0,0,9.908787763
179.875,24.45,1.77,1.46,0.002,0.005,0.014,0.78,0.25,0,0,9.959428108
179.917,24.46,1.76,1.46,0.002,0.005,0.014,0.78,0.25,0,0,10.04835713
179.958,24.46,1.76,1.46,0.002,0.005,0.014,0.78,0.25,0,0,10.18781872
180,24.46,1.75,1.45,0.002,0.005,0.014,0.78,0.25,0,0,10.28041868
180.042,24.47,1.74,1.45,0.002,0.005,0.014,0.78,0.25,0,0,10.39486205
180.083,24.47,1.74,1.45,0.002,0.005,0.014,0.78,0.25,0,0,10.47019068
180.125,24.48,1.73,1.45,0.002,0.005,0.013,0.77,0.24,0,0,10.54296991
180.167,24.48,1.73,1.45,0.002,0.005,0.013,0.77,0.24,0,0,10.59549012
180.208,24.48,1.72,1.45,0.002,0.005,0.013,0.77,0.24,0,0,10.64493271
180.25,24.49,1.72,1.44,0.002,0.005,0.013,0.77,0.24,0,0,10.69478527
180.292,24.49,1.71,1.44,0.002,0.005,0.013,0.77,0.24,0,0,10.69478527
180.333,24.5,1.71,1.44,0.002,0.005,0.013,0.77,0.24,0,0,10.71632774
180.375,24.5,1.7,1.44,0.002,0.005,0.012,0.76,0.24,0,0,10.66276066
180.417,24.5,1.69,1.44,0.002,0.005,0.012,0.76,0.24,0,0,10.60599036
180.458,24.51,1.69,1.44,0.002,0.005,0.012,0.76,0.24,0,0,10.48019836
180.5,24.51,1.68,1.43,0.002,0.005,0.012,0.76,0.24,0,0,10.35367331
180.542,24.52,1.68,1.43,0.002,0.005,0.012,0.76,0.24,0,0,10.2064371
180.583,24.52,1.67,1.43,0.002,0.005,0.012,0.76,0.24,0,0,10.02119817
180.625,24.52,1.67,1.43,0.002,0.005,0.012,0.76,0.24,0,0,9.888674413
180.667,24.53,1.66,1.43,0.002,0.005,0.011,0.75,0.24,0,0,9.802060001
180.708,24.53,1.66,1.42,0.002,0.005,0.011,0.75,0.24,0,0,9.756017506
180.75,24.53,1.65,1.42,0.002,0.005,0.011,0.75,0.24,0,0,9.77411574
180.792,24.54,1.64,1.42,0.002,0.005,0.011,0.75,0.24,0,0,9.835248081
180.833,24.54,1.64,1.42,0.002,0.005,0.011,0.75,0.24,0,0,9.907248972
180.875,24.55,1.63,1.42,0.002,0.005,0.011,0.75,0.24,0,0,9.935928434
180.917,24.55,1.63,1.42,0.002,0.005,0.01,0.74,0.23,0,0,9.983430108
180.958,24.55,1.62,1.41,0.002,0.005,0.01,0.74,0.23,0,0,10.09549022
181,24.56,1.62,1.41,0.002,0.005,0.01,0.74,0.23,0,0,10.2098206
181.042,24.56,1.61,1.41,0.002,0.005,0.01,0.74,0.23,0,0,10.32648472
181.083,24.57,1.61,1.41,0.002,0.005,0.01,0.74,0.23,0,0,10.41808551
181.125,24.57,1.6,1.41,0.002,0.005,0.01,0.74,0.23,0,0,10.51467704
181.167,24.57,1.59,1.4,0.002,0.005,0.009,0.73,0.23,0,0,10.55993206
181.208,24.58,1.59,1.4,0.002,0.005,0.009,0.73,0.23,0,0,10.61286996
181.25,24.58,1.58,1.4,0.002,0.005,0.009,0.73,0.23,0,0,10.65890628
181.292,24.58,1.58,1.4,0.001,0.005,0.009,0.73,0.23,0,0,10.68390708
181.333,24.59,1.57,1.4,0.001,0.005,0.009,0.73,0.23,0,0,10.67682874
181.375,24.59,1.57,1.4,0.001,0.005,0.009,0.73,0.23,0,0,10.64096869
181.417,24.6,1.56,1.39,0.001,0.005,0.008,0.72,0.23,0,0,10.55969013
181.458,24.6,1.56,1.39,0.001,0.005,0.008,0.72,0.23,0,0,10.42733667
181.5,24.6,1.55,1.39,0.001,0.005,0.008,0.72,0.23,0,0,10.28130255
181.542,24.61,1.54,1.39,0.001,0.005,0.008,0.72,0.23,0,0,10.11243458
181.583,24.61,1.54,1.39,0.001,0.005,0.008,0.72,0.23,0,0,9.929610658
181.625,24.62,1.53,1.39,0.001,0.005,0.008,0.72,0.23,0,0,9.795323668
181.667,24.62,1.53,1.38,0.001,0.005,0.007,0.71,0.22,0,0,9.688634193
181.708,24.62,1.52,1.38,0.001,0.005,0.007,0.71,0.22,0,0,9.643316307
181.75,24.63,1.52,1.38,0.001,0.005,0.007,0.71,0.22,0,0,9.628964255
181.792,24.63,1.51,1.38,0.001,0.005,0.007,0.71,0.22,0,0,9.656473324
181.833,24.64,1.51,1.38,0.001,0.005,0.007,0.71,0.22,0,0,9.683961786
181.875,24.64,1.5,1.37,0.001,0.006,0.007,0.71,0.22,0,0,9.711689505
181.917,24.64,1.49,1.37,0.001,0.006,0.007,0.71,0.22,0,0,9.800461481
181.958,24.65,1.49,1.37,0.001,0.006,0.006,0.7,0.22,0,0,9.909128886
182,24.65,1.48,1.37,0.001,0.006,0.006,0.7,0.22,0,0,10.04241264
182.042,24.65,1.48,1.37,0.001,0.006,0.006,0.7,0.22,0,0,10.15595474
182.083,24.66,1.47,1.37,0.001,0.006,0.006,0.7,0.22,0,0,10.24845056
182.125,24.66,1.47,1.36,0.001,0.006,0.006,0.7,0.22,0,0,10.29868681
182.167,24.67,1.46,1.36,0.001,0.006,0.006,0.7,0.22,0,0,10.3662021
182.208,24.67,1.46,1.36,0.001,0.006,0.005,0.69,0.22,0,0,10.41744006
182.25,24.67,1.45,1.36,0.001,0.006,0.005,0.69,0.22,0,0,10.4485588
182.292,24.68,1.45,1.36,0.001,0.006,0.005,0.69,0.22,0,0,10.4727162
182.333,24.68,1.44,1.35,0.001,0.006,0.005,0.69,0.22,0,0,10.49335046
182.375,24.69,1.43,1.35,0.001,0.006,0.005,0.69,0.22,0,0,10.44148238
182.417,24.69,1.43,1.35,0.001,0.006,0.005,0.69,0.22,0,0,10.34245836
182.458,24.69,1.42,1.35,0.001,0.006,0.004,0.68,0.21,0,0,10.22164789
182.5,24.7,1.42,1.35,0.001,0.006,0.004,0.68,0.21,0,0,10.10339905
182.542,24.7,1.41,1.35,0.001,0.006,0.004,0.68,0.21,0,0,9.949754071
182.583,24.7,1.41,1.34,0.001,0.006,0.004,0.68,0.21,0,0,9.80372377
182.625,24.71,1.4,1.34,0.001,0.006,0.004,0.68,0.21,0,0,9.655092334
182.667,24.71,1.4,1.34,0.001,0.006,0.004,0.68,0.21,0,0,9.592628194
182.708,24.72,1.39,1.34,0.001,0.006,0.003,0.67,0.21,0,0,9.554573158
182.75,24.72,1.38,1.34,0.001,0.006,0.003,0.67,0.21,0,0,9.554573158
182.792,24.72,1.38,1.34,0.001,0.006,0.003,0.67,0.21,0,0,9.581671182
182.833,24.73,1.37,1.33,0.001,0.006,0.003,0.67,0.21,0,0,9.629649076
182.875,24.73,1.37,1.33,0.001,0.006,0.003,0.67,0.21,0,0,9.699036583
182.917,24.74,1.36,1.33,0.001,0.006,0.003,0.67,0.21,0,0,9.765871639
182.958,24.74,1.36,1.33,0.001,0.006,0.003,0.67,0.21,0,0,9.898783793
183,24.74,1.35,1.33,0.001,0.006,0.002,0.66,0.21,0,0,10.00910724
183.042,24.75,1.35,1.32,0.001,0.006,0.002,0.66,0.21,0,0,10.10231236
183.083,24.75,1.34,1.32,0.001,0.006,0.002,0.66,0.21,0,0,10.19365144
183.125,24.75,1.33,1.32,0.001,0.006,0.002,0.66,0.21,0,0,10.25972891
183.167,24.76,1.33,1.32,0.001,0.006,0.002,0.66,0.21,0,0,10.30991847
183.208,24.76,1.32,1.32,0.001,0.006,0.002,0.66,0.21,0,0,10.3640876
183.25,24.77,1.32,1.32,0.001,0.006,0.001,0.65,0.2,0,0,10.41167531
183.292,24.77,1.31,1.31,0.001,0.006,0.001,0.65,0.2,0,0,10.43906852
183.333,24.77,1.31,1.31,0.001,0.006,0.001,0.65,0.2,0,0,10.43561557
183.375,24.78,1.3,1.31,0.001,0.006,0.001,0.65,0.2,0,0,10.40464626
183.417,24.78,1.3,1.31,0.001,0.006,0.001,0.65,0.2,0,0,10.33003244
183.458,24.79,1.29,1.31,0.001,0.006,0.001,0.65,0.2,0,0,10.20980835
183.5,24.79,1.28,1.3,0.001,0.006,0,0.64,0.2,0,0,10.06606793
183.542,24.79,1.28,1.3,0.001,0.006,0,0.64,0.2,0,0,9.907236186
183.583,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.774102183
183.625,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.64728872
183.667,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.564380345
183.708,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.523405842
183.75,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.523405842
183.792,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.550211346
183.833,24.8,1.27,1.3,0.001,0.006,0,0.64,0.2,0,0,9.574063995
183.875,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,9.625120041
183.917,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,9.69100313
183.958,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,9.779107999
184,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,9.886945715
184.042,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,9.996937471
184.083,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,10.11249169
184.125,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,10.20743225
184.167,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,10.28040042
184.208,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,10.33068087
184.25,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,10.3779435
184.292,24.8,1.27,1.3,0.001,0.006,0,0.63,0.2,0,0,10.42214749
184.333,24.8,1.27,1.3,0.001,0.006,0,0.62,0.2,0,0,10.41870216
184.375,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,10.38783101
184.417,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,10.33687678
184.458,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,10.19364878
184.5,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,10.05385251
184.542,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,9.920670452
184.583,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,9.765868631
184.625,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,9.639388856
184.667,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,9.550211346
184.708,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,9.529750806
184.75,24.8,1.27,1.3,0.001,0.006,0,0.62,0.19,0,0,9.553517434
184.792,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,9.574063995
184.833,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,9.621921598
184.875,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,9.6700268
184.917,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,9.736563116
184.958,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,9.843555398
185,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,9.974763983
185.042,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,10.11249169
185.083,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,10.25018825
185.125,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,10.34043639
185.167,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,10.43906687
185.208,24.8,1.27,1.3,0.001,0.006,0,0.61,0.19,0,0,10.51150159
185.25,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.58847361
185.292,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.61663526
185.333,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.63788463
185.375,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.60597353
185.417,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.52525482
185.458,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.42152587
185.5,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.25278948
185.542,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,10.11480308
185.583,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,9.97334324
185.625,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,9.838637945
185.667,24.8,1.27,1.3,0.001,0.006,0,0.6,0.19,0,0,9.728131756
185.708,24.8,1.27,1.3,0.001,0.006,0,0.59,0.19,0,0,9.724893527
185.75,24.8,1.27,1.3,0.001,0.006,0,0.59,0.19,0,0,9.728131756
185.792,24.8,1.27,1.3,0.001,0.006,0,0.59,0.19,0,0,9.752759034
185.833,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,9.777353891
185.875,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,9.823571787
185.917,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,9.866878193
185.958,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,9.932483813
186,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,10.04358062
186.042,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,10.16042806
186.083,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,10.27611433
186.125,24.8,1.27,1.3,0.001,0.006,0,0.59,0.18,0,0,10.36679187
186.167,24.8,1.27,1.3,0.001,0.006,0,0.58,0.18,0,0,10.46256351
186.208,24.8,1.27,1.3,0.001,0.006,0,0.58,0.18,0,0,10.5354299
186.25,24.8,1.27,1.3,0.001,0.006,0,0.58,0.18,0,0,10.6128576
186.292,24.8,1.27,1.3,0.001,0.006,0,0.58,0.18,0,0,10.63766035
186.333,24.8,1.27,1.3,0.001,0.006,0,0.58,0.18,0,0,10.66256598
186.375,24.8,1.27,1.3,0.001,0.006,0,0.58,0.18,0,0,10.63047353
186.417,24.8,1.27,1.3,0.002,0.006,0,0.58,0.18,0,0,10.54928129
186.458,24.8,1.27,1.3,0.002,0.006,0,0.58,0.18,0,0,10.44855164
186.5,24.8,1.27,1.3,0.002,0.006,0,0.58,0.18,0,0,10.29867925
186.542,24.8,1.27,1.3,0.002,0.006,0,0.58,0.18,0,0,10.13642636
186.583,24.8,1.27,1.3,0.002,0.006,0,0.58,0.18,0,0,9.997621879
186.625,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.861978476
186.667,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.772328907
186.708,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.747568186
186.75,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.768940062
186.792,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.793792171
186.833,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.843662744
186.875,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.871967681
186.917,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,9.941167076
186.958,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,10.00427775
187,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,10.09426108
187.042,24.8,1.27,1.3,0.002,0.006,0,0.57,0.18,0,0,10.21232255
187.083,24.8,1.27,1.3,0.002,0.006,0,0.56,0.18,0,0,10.32566688
187.125,24.8,1.27,1.3,0.002,0.006,0,0.56,0.18,0,0,10.44147633
187.167,24.8,1.27,1.3,0.002,0.006,0,0.56,0.18,0,0,10.54214266
187.208,24.8,1.27,1.3,0.002,0.006,0,0.56,0.18,0,0,10.64095685
187.25,24.8,1.27,1.3,0.002,0.006,0,0.56,0.18,0,0,10.71614946
187.292,24.8,1.27,1.3,0.002,0.006,0,0.56,0.18,0,0,10.76680156
187.333,24.8,1.27,1.3,0.002,0.006,0,0.56,0.17,0,0,10.7851278
187.375,24.8,1.27,1.3,0.002,0.006,0,0.56,0.17,0,0,10.77782596
187.417,24.8,1.27,1.3,0.002,0.006,0,0.56,0.17,0,0,10.69453527
187.458,24.8,1.27,1.3,0.002,0.006,0,0.56,0.17,0,0,10.56280325
187.5,24.8,1.27,1.3,0.002,0.006,0,0.56,0.17,0,0,10.38227297
187.542,24.8,1.27,1.3,0.002,0.006,0,0.55,0.17,0,0,10.19063042
187.583,24.8,1.27,1.3,0.002,0.006,0,0.55,0.17,0,0,10.04995458
187.625,24.8,1.27,1.3,0.002,0.006,0,0.55,0.17,0,0,9.890771378
187.667,24.8,1.27,1.3,0.002,0.006,0,0.55,0.17,0,0,9.782095016
187.708,24.8,1.27,1.3,0.002,0.006,0,0.55,0.17,0,0,9.739222417
187.75,24.8,1.27,1.3,0.002,0.006,0,0.55,0.17,0,0,9.742480938
