$2013 B,reitenbu,"sh, pst",,no continuous usgs wq data 2013,,,,,,,
#,,,,,,,,,,,
#   JDAY,TDS,BIGSED,PTSED,PO4,NH4,NOx,RDOM,RPOM,ALG-BG,ALG-OTH,DO
162.292,24.31,1.13,1.24,0.02,0,0.117,0.04,0.01,0,0,11.1328249
162.333,24.28,1.13,1.24,0.02,0,0.117,0.03,0.01,0,0,11.13665395
162.375,24.25,1.12,1.24,0.02,0,0.116,0.03,0.01,0,0,11.14401584
162.417,24.22,1.12,1.23,0.02,0,0.115,0.02,0.01,0,0,11.09034831
162.458,24.19,1.12,1.23,0.021,0,0.114,0.02,0.01,0,0,11.06368528
162.5,24.17,1.12,1.23,0.021,0,0.114,0.01,0,0,0,11.01447634
162.542,24.14,1.11,1.23,0.021,0,0.113,0.01,0,0,0,10.96553299
162.583,24.11,1.11,1.23,0.021,0,0.112,0,0,0,0,10.94316565
162.625,24.1,1.12,1.23,0.021,0,0.112,0,0,0,0,10.91714116
162.667,24.09,1.13,1.24,0.021,0,0.111,0.01,0,0,0,10.8690052
162.708,24.09,1.14,1.24,0.021,0,0.111,0.02,0.01,0,0,10.8690052
162.75,24.09,1.15,1.24,0.021,0,0.111,0.03,0.01,0,0,10.8690052
162.792,24.08,1.17,1.25,0.021,0,0.11,0.03,0.01,0,0,10.86900578
162.833,24.08,1.18,1.25,0.02,0,0.11,0.04,0.01,0,0,10.86900578
162.875,24.08,1.19,1.26,0.02,0,0.11,0.05,0.02,0,0,10.89841761
162.917,24.07,1.2,1.26,0.02,0,0.109,0.05,0.02,0,0,10.9243509
162.958,24.07,1.21,1.26,0.02,0,0.109,0.06,0.02,0,0,10.97654383
163,24.07,1.23,1.27,0.02,0,0.109,0.07,0.02,0,0,11.02917744
163.042,24.06,1.24,1.27,0.02,0,0.108,0.07,0.02,0,0,11.07860279
163.083,24.06,1.25,1.28,0.02,0,0.108,0.08,0.03,0,0,11.13211522
163.125,24.05,1.26,1.28,0.02,0,0.108,0.09,0.03,0,0,11.15904242
163.167,24.05,1.27,1.28,0.02,0,0.107,0.1,0.03,0,0,11.21323951
163.208,24.05,1.29,1.29,0.02,0,0.107,0.1,0.03,0,0,11.24421731
163.25,24.04,1.3,1.29,0.019,0,0.107,0.11,0.04,0,0,11.24421792
163.292,24.04,1.31,1.3,0.019,0,0.106,0.12,0.04,0,0,11.27161473
163.333,24.04,1.32,1.3,0.019,0,0.106,0.12,0.04,0,0,11.27547813
163.375,24.03,1.33,1.3,0.019,0,0.106,0.13,0.04,0,0,11.24807283
163.417,24.03,1.35,1.31,0.019,0,0.105,0.14,0.04,0,0,11.22448065
163.458,24.03,1.36,1.31,0.019,0,0.105,0.15,0.05,0,0,11.19729821
163.5,24.02,1.37,1.32,0.019,0,0.105,0.15,0.05,0,0,11.19729881
163.542,24.02,1.38,1.32,0.019,0,0.104,0.16,0.05,0,0,11.17023153
163.583,24.02,1.39,1.32,0.019,0,0.104,0.17,0.05,0,0,11.11643995
163.625,24.01,1.41,1.33,0.019,0,0.103,0.17,0.06,0,0,11.06689383
163.667,24.01,1.42,1.33,0.018,0,0.103,0.18,0.06,0,0,11.04038424
163.708,24,1.43,1.34,0.018,0,0.103,0.19,0.06,0,0,11.00280938
163.75,24,1.44,1.34,0.018,0,0.102,0.19,0.06,0,0,11.00658355
163.792,24,1.45,1.34,0.018,0,0.102,0.2,0.06,0,0,11.00658355
163.833,23.99,1.47,1.35,0.018,0,0.102,0.21,0.07,0,0,11.03660251
163.875,23.99,1.48,1.35,0.018,0,0.101,0.22,0.07,0,0,11.06689502
163.917,23.99,1.49,1.36,0.018,0,0.101,0.22,0.07,0,0,11.06689502
163.958,23.98,1.5,1.36,0.018,0,0.101,0.23,0.07,0,0,11.09351731
164,23.98,1.51,1.36,0.018,0,0.1,0.24,0.08,0,0,11.1239146
164.042,23.98,1.53,1.37,0.017,0,0.1,0.24,0.08,0,0,11.15077091
164.083,23.97,1.54,1.37,0.017,0,0.1,0.25,0.08,0,0,11.20482672
164.125,23.97,1.55,1.38,0.017,0,0.099,0.26,0.08,0,0,11.22832952
164.167,23.97,1.56,1.38,0.017,0,0.099,0.26,0.09,0,0,11.25563683
164.208,23.96,1.57,1.38,0.017,0,0.099,0.27,0.09,0,0,11.28677603
164.25,23.96,1.59,1.39,0.017,0,0.098,0.28,0.09,0,0,11.31432571
164.292,23.95,1.6,1.39,0.017,0,0.098,0.29,0.09,0,0,11.31432632
164.333,23.95,1.61,1.4,0.017,0,0.098,0.29,0.09,0,0,11.32192246
164.375,23.95,1.62,1.4,0.017,0.001,0.097,0.3,0.1,0,0,11.29435484
164.417,23.94,1.63,1.4,0.017,0.001,0.097,0.31,0.1,0,0,11.30193365
164.458,23.94,1.65,1.41,0.016,0.001,0.097,0.31,0.1,0,0,11.25081116
164.5,23.94,1.66,1.41,0.016,0.001,0.096,0.32,0.1,0,0,11.19643814
164.542,23.93,1.67,1.42,0.016,0.001,0.096,0.33,0.11,0,0,11.14252495
164.583,23.93,1.68,1.42,0.016,0.001,0.096,0.33,0.11,0,0,11.09271125
164.625,23.93,1.69,1.42,0.016,0.001,0.095,0.34,0.11,0,0,10.93495887
164.667,23.92,1.71,1.43,0.016,0.001,0.095,0.35,0.11,0,0,10.96472431
164.708,23.92,1.72,1.43,0.016,0.001,0.095,0.36,0.11,0,0,11.01710365
164.75,23.92,1.73,1.44,0.016,0.001,0.094,0.36,0.12,0,0,11.04345889
164.792,23.91,1.74,1.44,0.016,0.001,0.094,0.37,0.12,0,0,11.02072486
164.833,23.91,1.75,1.44,0.016,0.001,0.093,0.38,0.12,0,0,11.05086262
164.875,23.9,1.77,1.45,0.015,0.001,0.093,0.38,0.12,0,0,11.08098419
164.917,23.9,1.78,1.45,0.015,0.001,0.093,0.39,0.13,0,0,11.11123394
164.958,23.9,1.79,1.46,0.015,0.001,0.092,0.4,0.13,0,0,11.13795884
165,23.89,1.8,1.46,0.015,0.001,0.092,0.4,0.13,0,0,11.16113466
165.042,23.89,1.81,1.46,0.015,0.001,0.092,0.41,0.13,0,0,11.18807796
165.083,23.89,1.83,1.47,0.015,0.001,0.091,0.42,0.13,0,0,11.23861966
165.125,23.88,1.84,1.47,0.015,0.001,0.091,0.43,0.14,0,0,11.28944148
165.167,23.88,1.85,1.48,0.015,0.001,0.091,0.43,0.14,0,0,11.31694509
165.208,23.88,1.86,1.48,0.015,0.001,0.09,0.44,0.14,0,0,11.34456617
165.25,23.87,1.87,1.48,0.015,0.001,0.09,0.45,0.14,0,0,11.36857355
165.292,23.87,1.89,1.49,0.014,0.001,0.09,0.45,0.15,0,0,11.39253168
165.333,23.87,1.9,1.49,0.014,0.001,0.089,0.46,0.15,0,0,11.36095942
165.375,23.86,1.91,1.5,0.014,0.001,0.089,0.47,0.15,0,0,11.32565156
165.417,23.86,1.92,1.5,0.014,0.001,0.089,0.47,0.15,0,0,11.20852203
165.458,23.85,1.93,1.5,0.014,0.001,0.088,0.48,0.16,0,0,11.06690333
165.5,23.85,1.95,1.51,0.014,0.001,0.088,0.49,0.16,0,0,10.87633762
165.542,23.85,1.96,1.51,0.014,0.001,0.088,0.5,0.16,0,0,10.71282582
165.583,23.84,1.97,1.52,0.014,0.001,0.087,0.5,0.16,0,0,10.52879186
165.625,23.84,1.98,1.52,0.014,0.001,0.087,0.51,0.16,0,0,10.37743249
165.667,23.84,1.99,1.52,0.014,0.001,0.087,0.52,0.17,0,0,10.27616593
165.708,23.83,2.01,1.53,0.013,0.001,0.086,0.52,0.17,0,0,10.26921455
165.75,23.83,2.02,1.53,0.013,0.001,0.086,0.53,0.17,0,0,10.28565207
165.792,23.83,2.03,1.54,0.013,0.001,0.086,0.54,0.17,0,0,10.28565207
165.833,23.82,2.04,1.54,0.013,0.001,0.085,0.55,0.18,0,0,10.30571453
165.875,23.82,2.05,1.54,0.013,0.001,0.085,0.55,0.18,0,0,10.3563943
165.917,23.82,2.07,1.55,0.013,0.001,0.085,0.56,0.18,0,0,10.40403842
165.958,23.81,2.08,1.55,0.013,0.001,0.084,0.57,0.18,0,0,10.50050548
166,23.81,2.09,1.56,0.013,0.001,0.084,0.57,0.18,0,0,10.61981943
166.042,23.81,2.1,1.56,0.013,0.001,0.083,0.58,0.19,0,0,10.74518491
166.083,23.8,2.12,1.56,0.013,0.001,0.083,0.59,0.19,0,0,10.84363466
166.125,23.8,2.13,1.57,0.012,0.001,0.083,0.59,0.19,0,0,10.94751476
166.167,23.79,2.14,1.57,0.012,0.001,0.082,0.6,0.19,0,0,11.04949593
166.208,23.79,2.15,1.58,0.012,0.001,0.082,0.61,0.2,0,0,11.106654
166.25,23.79,2.16,1.58,0.012,0.001,0.082,0.62,0.2,0,0,11.18775238
166.292,23.78,2.18,1.58,0.012,0.001,0.081,0.62,0.2,0,0,11.2113016
166.333,23.78,2.19,1.59,0.012,0.001,0.081,0.63,0.2,0,0,11.23494904
166.375,23.78,2.2,1.59,0.012,0.001,0.081,0.64,0.2,0,0,11.2037233
166.417,23.77,2.21,1.6,0.012,0.001,0.08,0.64,0.21,0,0,11.08796039
166.458,23.77,2.22,1.6,0.012,0.001,0.08,0.65,0.21,0,0,10.9516448
166.5,23.77,2.24,1.6,0.012,0.001,0.08,0.66,0.21,0,0,10.79253761
166.542,23.76,2.25,1.61,0.011,0.001,0.079,0.66,0.21,0,0,10.61234431
166.583,23.76,2.26,1.61,0.011,0.001,0.079,0.67,0.22,0,0,10.41683909
166.625,23.76,2.27,1.62,0.011,0.001,0.079,0.68,0.22,0,0,10.25450859
166.667,23.75,2.28,1.62,0.011,0.001,0.078,0.69,0.22,0,0,10.14221874
166.708,23.75,2.3,1.62,0.011,0.001,0.078,0.69,0.22,0,0,10.14559709
166.75,23.74,2.31,1.63,0.011,0.001,0.078,0.7,0.23,0,0,10.15248944
166.792,23.74,2.32,1.63,0.011,0.001,0.077,0.71,0.23,0,0,10.13648233
166.833,23.74,2.33,1.64,0.011,0.001,0.077,0.71,0.23,0,0,10.16627308
166.875,23.73,2.34,1.64,0.011,0.001,0.077,0.72,0.23,0,0,10.19618678
166.917,23.73,2.36,1.64,0.011,0.001,0.076,0.73,0.23,0,0,10.24591002
166.958,23.73,2.37,1.65,0.01,0.001,0.076,0.73,0.24,0,0,10.34671796
167,23.72,2.38,1.65,0.01,0.001,0.076,0.74,0.24,0,0,10.43853276
167.042,23.72,2.39,1.65,0.01,0.001,0.075,0.75,0.24,0,0,10.53912116
167.083,23.72,2.4,1.66,0.01,0.001,0.075,0.76,0.24,0,0,10.66262703
167.125,23.71,2.42,1.66,0.01,0.001,0.075,0.76,0.25,0,0,10.76329097
167.167,23.71,2.43,1.67,0.01,0.001,0.074,0.77,0.25,0,0,10.8434841
167.208,23.71,2.44,1.67,0.01,0.001,0.074,0.78,0.25,0,0,10.90245954
167.25,23.7,2.45,1.67,0.01,0.001,0.073,0.78,0.25,0,0,10.9807626
167.292,23.7,2.46,1.68,0.01,0.001,0.073,0.79,0.25,0,0,11.00344628
167.333,23.69,2.48,1.68,0.01,0.001,0.073,0.8,0.26,0,0,11.00344687
167.375,23.69,2.49,1.69,0.009,0.001,0.072,0.8,0.26,0,0,10.97713416
167.417,23.69,2.5,1.69,0.009,0.001,0.072,0.81,0.26,0,0,10.89150449
167.458,23.68,2.51,1.69,0.009,0.001,0.072,0.82,0.26,0,0,10.75958711
167.5,23.68,2.52,1.7,0.009,0.001,0.071,0.83,0.27,0,0,10.60223472
167.542,23.68,2.54,1.7,0.009,0.001,0.071,0.83,0.27,0,0,10.43853495
167.583,23.67,2.55,1.71,0.009,0.001,0.071,0.84,0.27,0,0,10.37042866
167.625,23.67,2.56,1.71,0.009,0.001,0.07,0.85,0.27,0,0,10.27958288
167.667,23.67,2.57,1.71,0.009,0.001,0.07,0.85,0.27,0,0,10.19033051
167.708,23.66,2.58,1.72,0.009,0.001,0.07,0.86,0.28,0,0,10.17073635
167.75,23.66,2.6,1.72,0.008,0.001,0.069,0.87,0.28,0,0,10.17410738
167.792,23.66,2.61,1.73,0.008,0.001,0.069,0.87,0.28,0,0,10.19708769
167.833,23.65,2.62,1.73,0.008,0.001,0.069,0.88,0.28,0,0,10.22368252
167.875,23.65,2.63,1.73,0.008,0.002,0.068,0.89,0.29,0,0,10.2502498
167.917,23.64,2.64,1.74,0.008,0.002,0.068,0.9,0.29,0,0,10.30044022
167.958,23.64,2.66,1.74,0.008,0.002,0.068,0.9,0.29,0,0,10.37114616
168,23.64,2.67,1.75,0.008,0.002,0.067,0.91,0.29,0,0,10.46677579
168.042,23.63,2.68,1.75,0.008,0.002,0.067,0.92,0.3,0,0,10.58489976
168.083,23.63,2.69,1.75,0.008,0.002,0.067,0.92,0.3,0,0,10.68056917
168.125,23.63,2.7,1.76,0.008,0.002,0.066,0.93,0.3,0,0,10.75603176
168.167,23.62,2.72,1.76,0.007,0.002,0.066,0.94,0.3,0,0,10.82872037
168.208,23.62,2.73,1.77,0.007,0.002,0.066,0.94,0.3,0,0,10.88017799
168.25,23.62,2.74,1.77,0.007,0.002,0.065,0.95,0.31,0,0,10.92845608
168.292,23.61,2.75,1.77,0.007,0.002,0.065,0.96,0.31,0,0,10.95455731
168.333,23.61,2.76,1.78,0.007,0.002,0.065,0.97,0.31,0,0,10.94717117
168.375,23.61,2.78,1.78,0.007,0.002,0.064,0.97,0.31,0,0,10.91371839
168.417,23.6,2.79,1.79,0.007,0.002,0.064,0.98,0.32,0,0,10.82899684
168.458,23.6,2.8,1.79,0.007,0.002,0.063,0.99,0.32,0,0,10.67320436
168.5,23.59,2.81,1.79,0.007,0.002,0.063,0.99,0.32,0,0,10.4970339
168.542,23.59,2.82,1.8,0.007,0.002,0.063,1,0.32,0,0,10.41749925
168.583,23.59,2.84,1.8,0.006,0.002,0.062,1.01,0.32,0,0,10.27528258
168.625,23.58,2.85,1.81,0.006,0.002,0.062,1.02,0.33,0,0,10.087612
168.667,23.58,2.86,1.81,0.006,0.002,0.062,1.02,0.33,0,0,10.04246843
168.708,23.58,2.87,1.81,0.006,0.002,0.061,1.03,0.33,0,0,10.06499494
168.75,23.57,2.88,1.82,0.006,0.002,0.061,1.04,0.33,0,0,10.11368441
168.792,23.57,2.9,1.82,0.006,0.002,0.061,1.04,0.34,0,0,10.16628209
168.833,23.57,2.91,1.83,0.006,0.002,0.06,1.05,0.34,0,0,10.24251819
168.875,23.56,2.92,1.83,0.006,0.002,0.06,1.06,0.34,0,0,10.29263374
168.917,23.56,2.93,1.83,0.006,0.002,0.06,1.06,0.34,0,0,10.36342154
168.958,23.56,2.94,1.84,0.006,0.002,0.059,1.07,0.34,0,0,10.43508092
169,23.55,2.96,1.84,0.005,0.002,0.059,1.08,0.35,0,0,10.48334566
169.042,23.55,2.97,1.85,0.005,0.002,0.059,1.09,0.35,0,0,10.57756532
169.083,23.54,2.98,1.85,0.005,0.002,0.058,1.09,0.35,0,0,10.65190319
169.125,23.54,2.99,1.85,0.005,0.002,0.058,1.1,0.35,0,0,10.72717056
169.167,23.54,3,1.86,0.005,0.002,0.058,1.11,0.36,0,0,10.79966078
169.208,23.53,3.02,1.86,0.005,0.002,0.057,1.11,0.36,0,0,10.82526985
169.25,23.53,3.03,1.87,0.005,0.002,0.057,1.12,0.36,0,0,10.88055756
169.292,23.53,3.04,1.87,0.005,0.002,0.057,1.13,0.36,0,0,10.9064984
169.333,23.52,3.05,1.87,0.005,0.002,0.056,1.13,0.37,0,0,10.90274216
169.375,23.52,3.06,1.88,0.005,0.002,0.056,1.14,0.37,0,0,10.87320592
169.417,23.52,3.08,1.88,0.004,0.002,0.056,1.15,0.37,0,0,10.84365087
169.458,23.51,3.09,1.89,0.004,0.002,0.055,1.16,0.37,0,0,10.76687551
169.5,23.51,3.1,1.89,0.004,0.002,0.055,1.16,0.37,0,0,10.63396775
169.542,23.51,3.11,1.89,0.004,0.002,0.055,1.17,0.38,0,0,10.47934079
169.583,23.5,3.12,1.9,0.004,0.002,0.054,1.18,0.38,0,0,10.43100412
169.625,23.5,3.13,1.9,0.004,0.002,0.054,1.18,0.38,0,0,10.40338476
169.667,23.51,3.12,1.9,0.004,0.002,0.054,1.18,0.38,0,0,10.40338421
169.708,23.51,3.12,1.9,0.004,0.002,0.054,1.18,0.38,0,0,10.41750364
169.75,23.51,3.11,1.89,0.004,0.002,0.053,1.17,0.38,0,0,10.51078155
169.792,23.52,3.11,1.89,0.004,0.002,0.053,1.17,0.38,0,0,10.5879022
169.833,23.52,3.1,1.89,0.004,0.002,0.053,1.17,0.38,0,0,10.64102906
169.875,23.53,3.09,1.89,0.004,0.002,0.053,1.17,0.38,0,0,10.64470066
169.917,23.53,3.09,1.89,0.004,0.002,0.053,1.17,0.38,0,0,10.64470066
169.958,23.53,3.08,1.88,0.004,0.002,0.053,1.17,0.38,0,0,10.69474199
170,23.54,3.08,1.88,0.004,0.002,0.052,1.16,0.37,0,0,10.74149476
170.042,23.54,3.07,1.88,0.004,0.002,0.052,1.16,0.37,0,0,10.81436315
170.083,23.54,3.07,1.88,0.004,0.002,0.052,1.16,0.37,0,0,10.89175949
170.125,23.55,3.06,1.88,0.004,0.002,0.052,1.16,0.37,0,0,10.94027131
170.167,23.55,3.06,1.88,0.004,0.002,0.052,1.16,0.37,0,0,10.99648251
170.208,23.56,3.05,1.87,0.004,0.002,0.052,1.16,0.37,0,0,11.02293976
170.25,23.56,3.04,1.87,0.004,0.002,0.052,1.16,0.37,0,0,11.0798635
170.292,23.56,3.04,1.87,0.004,0.002,0.051,1.15,0.37,0,0,11.0798635
170.333,23.57,3.03,1.87,0.004,0.002,0.051,1.15,0.37,0,0,11.11049443
170.375,23.57,3.03,1.87,0.004,0.002,0.051,1.15,0.37,0,0,11.08368124
170.417,23.58,3.02,1.87,0.004,0.002,0.051,1.15,0.37,0,0,11.05317132
170.458,23.58,3.02,1.86,0.004,0.002,0.051,1.15,0.37,0,0,11.0378485
170.5,23.58,3.01,1.86,0.004,0.002,0.051,1.15,0.37,0,0,11.01135604
170.542,23.59,3.01,1.86,0.004,0.002,0.05,1.14,0.37,0,0,10.93978619
170.583,23.59,3,1.86,0.004,0.002,0.05,1.14,0.37,0,0,10.86565289
170.625,23.59,2.99,1.86,0.004,0.002,0.05,1.14,0.37,0,0,10.76329784
170.667,23.6,2.99,1.85,0.004,0.002,0.05,1.14,0.37,0,0,10.74152922
170.708,23.6,2.98,1.85,0.004,0.002,0.05,1.14,0.37,0,0,10.74522639
170.75,23.61,2.98,1.85,0.004,0.002,0.05,1.14,0.37,0,0,10.75233574
170.792,23.61,2.97,1.85,0.004,0.002,0.049,1.13,0.36,0,0,10.78139699
170.833,23.61,2.97,1.85,0.004,0.002,0.049,1.13,0.36,0,0,10.78139699
170.875,23.62,2.96,1.85,0.004,0.002,0.049,1.13,0.36,0,0,10.83602219
170.917,23.62,2.96,1.84,0.004,0.002,0.049,1.13,0.36,0,0,10.89125289
170.958,23.63,2.95,1.84,0.004,0.002,0.049,1.13,0.36,0,0,10.93943693
171,23.63,2.94,1.84,0.004,0.002,0.049,1.13,0.36,0,0,10.99179896
171.042,23.63,2.94,1.84,0.004,0.002,0.048,1.12,0.36,0,0,11.04460363
171.083,23.64,2.93,1.84,0.004,0.002,0.048,1.12,0.36,0,0,11.09785519
171.125,23.64,2.93,1.83,0.004,0.002,0.048,1.12,0.36,0,0,11.12097916
171.167,23.65,2.92,1.83,0.004,0.002,0.048,1.12,0.36,0,0,11.14405184
171.208,23.65,2.92,1.83,0.004,0.002,0.048,1.12,0.36,0,0,11.1710577
171.25,23.65,2.91,1.83,0.004,0.002,0.048,1.12,0.36,0,0,11.19817845
171.292,23.66,2.91,1.83,0.004,0.002,0.047,1.11,0.36,0,0,11.22541412
171.333,23.66,2.9,1.83,0.004,0.002,0.047,1.11,0.36,0,0,11.19817785
171.375,23.66,2.89,1.82,0.004,0.003,0.047,1.11,0.36,0,0,11.19448048
171.417,23.67,2.89,1.82,0.004,0.003,0.047,1.11,0.36,0,0,11.1673678
171.458,23.67,2.88,1.82,0.004,0.003,0.047,1.11,0.36,0,0,11.11715905
171.5,23.68,2.88,1.82,0.004,0.003,0.047,1.11,0.36,0,0,11.03351717
171.542,23.68,2.87,1.82,0.004,0.003,0.047,1.11,0.36,0,0,10.82155825
171.583,23.68,2.87,1.82,0.004,0.003,0.046,1.1,0.35,0,0,10.72353446
171.625,23.69,2.86,1.81,0.004,0.003,0.046,1.1,0.35,0,0,10.68056577
171.667,23.69,2.86,1.81,0.004,0.003,0.046,1.1,0.35,0,0,10.65561957
171.708,23.7,2.85,1.81,0.004,0.003,0.046,1.1,0.35,0,0,10.63077587
171.75,23.7,2.85,1.81,0.004,0.003,0.046,1.1,0.35,0,0,10.65914197
171.792,23.7,2.84,1.81,0.004,0.003,0.046,1.1,0.35,0,0,10.68776825
171.833,23.71,2.83,1.8,0.004,0.003,0.045,1.09,0.35,0,0,10.71637266
171.875,23.71,2.83,1.8,0.004,0.003,0.045,1.09,0.35,0,0,10.7703892
171.917,23.71,2.82,1.8,0.004,0.003,0.045,1.09,0.35,0,0,10.82128872
171.958,23.72,2.82,1.8,0.003,0.003,0.045,1.09,0.35,0,0,10.84689755
172,23.72,2.81,1.8,0.003,0.003,0.045,1.09,0.35,0,0,10.89843855
172.042,23.73,2.81,1.8,0.003,0.003,0.045,1.09,0.35,0,0,10.97656381
172.083,23.73,2.8,1.79,0.003,0.003,0.044,1.08,0.35,0,0,11.02919754
172.125,23.73,2.8,1.79,0.003,0.003,0.044,1.08,0.35,0,0,11.0520353
172.167,23.74,2.79,1.79,0.003,0.003,0.044,1.08,0.35,0,0,11.10532152
172.208,23.74,2.78,1.79,0.003,0.003,0.044,1.08,0.35,0,0,11.13580583
172.25,23.75,2.78,1.79,0.003,0.003,0.044,1.08,0.35,0,0,11.16656773
172.292,23.75,2.77,1.78,0.003,0.003,0.044,1.08,0.35,0,0,11.17024777
172.333,23.75,2.77,1.78,0.003,0.003,0.043,1.07,0.34,0,0,11.17407501
172.375,23.76,2.76,1.78,0.003,0.003,0.043,1.07,0.34,0,0,11.14329437
172.417,23.76,2.76,1.78,0.003,0.003,0.043,1.07,0.34,0,0,11.11279261
172.458,23.76,2.75,1.78,0.003,0.003,0.043,1.07,0.34,0,0,11.08607553
172.5,23.77,2.75,1.78,0.003,0.003,0.043,1.07,0.34,0,0,11.00282293
172.542,23.77,2.74,1.77,0.003,0.003,0.043,1.07,0.34,0,0,11.00282293
172.583,23.78,2.73,1.77,0.003,0.003,0.043,1.07,0.34,0,0,10.97656087
172.625,23.78,2.73,1.77,0.003,0.003,0.042,1.06,0.34,0,0,10.95040956
172.667,23.78,2.72,1.77,0.003,0.003,0.042,1.06,0.34,0,0,10.92436783
172.708,23.79,2.72,1.77,0.003,0.003,0.042,1.06,0.34,0,0,10.92076324
172.75,23.79,2.71,1.77,0.003,0.003,0.042,1.06,0.34,0,0,10.92436724
172.792,23.8,2.71,1.76,0.003,0.003,0.042,1.06,0.34,0,0,10.92436666
172.833,23.8,2.7,1.76,0.003,0.003,0.042,1.06,0.34,0,0,10.95040839
172.875,23.8,2.7,1.76,0.003,0.003,0.041,1.05,0.34,0,0,10.9839458
172.917,23.81,2.69,1.76,0.003,0.003,0.041,1.05,0.34,0,0,10.98032457
172.958,23.81,2.68,1.76,0.003,0.003,0.041,1.05,0.34,0,0,11.03297573
173,23.82,2.68,1.75,0.003,0.003,0.041,1.05,0.34,0,0,11.05946754
173.042,23.82,2.67,1.75,0.003,0.003,0.041,1.05,0.34,0,0,11.10897963
173.083,23.82,2.67,1.75,0.003,0.003,0.041,1.05,0.34,0,0,11.16273628
173.125,23.83,2.66,1.75,0.003,0.003,0.04,1.04,0.33,0,0,11.21325281
173.167,23.83,2.66,1.75,0.003,0.003,0.04,1.04,0.33,0,0,11.26791269
173.208,23.83,2.65,1.75,0.003,0.003,0.04,1.04,0.33,0,0,11.32677281
173.25,23.84,2.65,1.74,0.003,0.003,0.04,1.04,0.33,0,0,11.35078063
173.292,23.84,2.64,1.74,0.003,0.003,0.04,1.04,0.33,0,0,11.37098992
173.333,23.85,2.63,1.74,0.003,0.003,0.04,1.04,0.33,0,0,11.36333884
173.375,23.85,2.63,1.74,0.003,0.003,0.039,1.03,0.33,0,0,11.3280328
173.417,23.85,2.62,1.74,0.003,0.003,0.039,1.03,0.33,0,0,11.23774706
173.458,23.86,2.62,1.73,0.003,0.003,0.039,1.03,0.33,0,0,11.09482521
173.5,23.86,2.61,1.73,0.003,0.003,0.039,1.03,0.33,0,0,10.9251429
173.542,23.87,2.61,1.73,0.003,0.003,0.039,1.03,0.33,0,0,10.73791284
173.583,23.87,2.6,1.73,0.003,0.003,0.039,1.03,0.33,0,0,10.58071184
173.625,23.87,2.6,1.73,0.003,0.003,0.038,1.02,0.33,0,0,10.42737675
173.667,23.88,2.59,1.73,0.003,0.003,0.038,1.02,0.33,0,0,10.27791858
173.708,23.88,2.58,1.72,0.003,0.003,0.038,1.02,0.33,0,0,10.25095026
173.75,23.88,2.58,1.72,0.003,0.003,0.038,1.02,0.33,0,0,10.22763649
173.792,23.89,2.57,1.72,0.003,0.003,0.038,1.02,0.33,0,0,10.22763596
173.833,23.89,2.57,1.72,0.003,0.003,0.038,1.02,0.33,0,0,10.2311801
173.875,23.9,2.56,1.72,0.003,0.003,0.038,1.02,0.33,0,0,10.25791635
173.917,23.9,2.56,1.72,0.003,0.003,0.037,1.01,0.32,0,0,10.25791635
173.958,23.9,2.55,1.71,0.003,0.003,0.037,1.01,0.32,0,0,10.32146185
174,23.91,2.55,1.71,0.003,0.003,0.037,1.01,0.32,0,0,10.38938132
174.042,23.91,2.54,1.71,0.003,0.003,0.037,1.01,0.32,0,0,10.48226833
174.083,23.92,2.54,1.71,0.003,0.003,0.037,1.01,0.32,0,0,10.57683277
174.125,23.92,2.53,1.71,0.003,0.003,0.037,1.01,0.32,0,0,10.67297093
174.167,23.92,2.52,1.7,0.003,0.003,0.036,1,0.32,0,0,10.71971221
174.208,23.93,2.52,1.7,0.003,0.003,0.036,1,0.32,0,0,10.766985
174.25,23.93,2.51,1.7,0.003,0.003,0.036,1,0.32,0,0,10.80730017
174.292,23.94,2.51,1.7,0.003,0.003,0.036,1,0.32,0,0,10.82570244
174.333,23.94,2.5,1.7,0.003,0.003,0.036,1,0.32,0,0,10.83307167
174.375,23.94,2.5,1.7,0.003,0.003,0.036,1,0.32,0,0,10.80729959
174.417,23.95,2.49,1.69,0.003,0.003,0.035,0.99,0.32,0,0,10.79994672
174.458,23.95,2.49,1.69,0.003,0.003,0.035,0.99,0.32,0,0,10.74144036
174.5,23.95,2.48,1.69,0.003,0.003,0.035,0.99,0.32,0,0,10.67985568
174.542,23.96,2.47,1.69,0.003,0.003,0.035,0.99,0.32,0,0,10.654674
174.583,23.96,2.47,1.69,0.003,0.003,0.035,0.99,0.32,0,0,10.65096837
174.625,23.97,2.46,1.68,0.003,0.003,0.035,0.99,0.32,0,0,10.6509678
174.667,23.97,2.46,1.68,0.003,0.003,0.034,0.98,0.31,0,0,10.62589974
174.708,23.97,2.45,1.68,0.003,0.003,0.034,0.98,0.31,0,0,10.61878969
174.75,23.98,2.45,1.68,0.003,0.003,0.034,0.98,0.31,0,0,10.59015235
174.792,23.98,2.44,1.68,0.003,0.003,0.034,0.98,0.31,0,0,10.61509189
174.833,23.99,2.44,1.68,0.003,0.003,0.034,0.98,0.31,0,0,10.64384044
174.875,23.99,2.43,1.67,0.003,0.004,0.034,0.98,0.31,0,0,10.66899685
174.917,23.99,2.42,1.67,0.003,0.004,0.034,0.98,0.31,0,0,10.6905358
174.958,24,2.42,1.67,0.003,0.004,0.033,0.97,0.31,0,0,10.719625
