datetime,date,chlorophyll_ugL,sensor
2011-09-18,2011-09-18,54.49657577389551,MODIS-Terra
2011-09-18,2011-09-18,44.69014613404713,MODIS-Aqua
2011-09-19,2011-09-19,34.71524478286788,MODIS-Terra
2011-09-19,2011-09-19,44.42970114715427,MODIS-Aqua
2011-09-20,2011-09-20,37.37201863420552,MODIS-Terra
2011-09-20,2011-09-20,32.434722455959594,MODIS-Aqua
2011-09-21,2011-09-21,27.458811997406023,MODIS-Terra
2011-09-21,2011-09-21,27.415403420193687,MODIS-Aqua
2011-09-22,2011-09-22,34.05519729679103,MODIS-Terra
2011-09-23,2011-09-23,32.122548546765124,MODIS-Aqua
2011-09-23,2011-09-23,32.66030504151973,MODIS-Terra
2011-09-24,2011-09-24,25.585225529853997,MODIS-Terra
2011-09-26,2011-09-26,18.70735926173316,MODIS-Terra
2011-09-26,2011-09-26,33.141973012067865,MODIS-Aqua
2011-09-27,2011-09-27,40.186895263972595,MODIS-Terra
2011-09-27,2011-09-27,37.46358530005033,MODIS-Aqua
2011-09-28,2011-09-28,24.38827453899583,MODIS-Terra
2011-09-28,2011-09-28,29.32778767193861,MODIS-Aqua
2011-09-29,2011-09-29,25.942880313232685,MODIS-Aqua
2011-09-29,2011-09-29,26.520154157882367,MODIS-Terra
2011-10-06,2011-10-06,6.074831054495393,MODIS-Terra
2011-10-08,2011-10-08,18.082800556859915,MODIS-Aqua
2011-10-08,2011-10-08,26.316473180215166,MODIS-Terra
2011-10-09,2011-10-09,30.271376932045424,MODIS-Aqua
2011-10-11,2011-10-11,56.70797779387251,MODIS-Terra
2011-10-11,2011-10-11,22.280018495002885,MODIS-Aqua
2011-10-13,2011-10-13,22.187976282464753,MODIS-Aqua
2011-10-14,2011-10-14,19.87877558007931,MODIS-Terra
2011-10-15,2011-10-15,20.81792803527169,MODIS-Terra
2011-10-16,2011-10-16,41.55174889045016,MODIS-Aqua
2011-10-17,2011-10-17,5.033342678864165,MODIS-Terra
2011-10-17,2011-10-17,16.20201772371464,MODIS-Aqua
2011-10-18,2011-10-18,24.71698976522499,MODIS-Aqua
2011-10-18,2011-10-18,22.872999917747233,MODIS-Terra
2011-10-19,2011-10-19,12.913130168890238,MODIS-Terra
2011-10-19,2011-10-19,22.002205328832755,MODIS-Aqua
2011-10-20,2011-10-20,23.746127260834168,MODIS-Terra
2011-10-21,2011-10-21,18.804543424420185,MODIS-Terra
2011-10-21,2011-10-21,22.54268897580054,MODIS-Aqua
2011-10-22,2011-10-22,20.97443220395044,MODIS-Aqua
2011-10-22,2011-10-22,24.39906499594618,MODIS-Terra
2011-10-23,2011-10-23,23.47356734107242,MODIS-Terra
2011-10-24,2011-10-24,17.148667965655083,MODIS-Aqua
2011-10-24,2011-10-24,20.257514480254375,MODIS-Terra
2011-10-25,2011-10-25,19.169287567404027,MODIS-Aqua
2011-10-25,2011-10-25,20.074999369420752,MODIS-Terra
2011-10-26,2011-10-26,22.1823495364085,MODIS-Aqua
2011-10-26,2011-10-26,21.32054857924604,MODIS-Terra
2011-10-27,2011-10-27,22.966010166952028,MODIS-Terra
2011-10-27,2011-10-27,16.89491209588647,MODIS-Aqua
2011-10-29,2011-10-29,27.497059470434834,MODIS-Aqua
2011-10-31,2011-10-31,23.42818202953101,MODIS-Terra
2011-10-31,2011-10-31,21.775869817003034,MODIS-Aqua
2011-11-01,2011-11-01,18.699856735936105,MODIS-Terra
2011-11-01,2011-11-01,14.584144678715875,MODIS-Aqua
2011-11-02,2011-11-02,23.84098639405981,MODIS-Terra
2011-11-02,2011-11-02,22.90112367137012,MODIS-Aqua
2011-11-04,2011-11-04,4.822503748583473,MODIS-Terra
2011-11-04,2011-11-04,31.743438354708097,MODIS-Aqua
2011-11-12,2011-11-12,12.01585267860047,MODIS-Terra
2011-11-12,2011-11-12,15.428920161396029,MODIS-Aqua
2011-11-14,2011-11-14,19.99809672667939,MODIS-Terra
2011-11-14,2011-11-14,20.530117737859747,MODIS-Aqua
2011-11-19,2011-11-19,19.74827755286634,MODIS-Aqua
2011-11-25,2011-11-25,9.644561563325393,MODIS-Aqua
2011-11-25,2011-11-25,16.415962440446545,MODIS-Terra
2011-11-28,2011-11-28,16.49023698854167,MODIS-Aqua
2011-11-28,2011-11-28,19.01779059568653,MODIS-Terra
2011-11-29,2011-11-29,5.717550648337762,MODIS-Aqua
2011-11-30,2011-11-30,15.827759018870074,MODIS-Terra
2011-11-30,2011-11-30,10.712185765207238,MODIS-Aqua
2011-12-01,2011-12-01,15.018115848180678,MODIS-Aqua
2011-12-01,2011-12-01,16.359178755924432,MODIS-Terra
2011-12-02,2011-12-02,17.49075467777745,MODIS-Terra
2011-12-02,2011-12-02,14.170532059451105,MODIS-Aqua
2011-12-03,2011-12-03,15.596027862596925,MODIS-Terra
2011-12-03,2011-12-03,14.724234576481454,MODIS-Aqua
2011-12-04,2011-12-04,15.653607034928374,MODIS-Terra
2011-12-04,2011-12-04,11.088440930169186,MODIS-Aqua
2011-12-05,2011-12-05,16.534212431784738,MODIS-Aqua
2011-12-05,2011-12-05,16.767283584075027,MODIS-Terra
2011-12-06,2011-12-06,17.777843531010845,MODIS-Terra
2011-12-06,2011-12-06,15.21977688991679,MODIS-Aqua
2011-12-07,2011-12-07,16.113815777939145,MODIS-Aqua
2011-12-07,2011-12-07,17.382940924017145,MODIS-Terra
2011-12-08,2011-12-08,19.44325892233011,MODIS-Terra
2011-12-08,2011-12-08,16.76637358354398,MODIS-Aqua
